Timestamp,Temperature (°C),Humidity (%)
2025-03-12 15:52:17,26.0,34
2025-03-12 16:10:06,25.7,40
2025-03-12 16:10:13,25.7,34
2025-03-12 16:10:14,25.7,34
2025-03-12 16:10:15,25.8,34
2025-03-12 16:13:12,25.8,34
